Date,Time,Meal_Time,Student_ID,Item,Quantity,Actual_Item_Price,Price,Total_Amount,Payment_Mode,Weather,Rating,Taste,DayOfWeek,Hour,Month,Week,DayOfWeek_enc,Meal_Time_enc,Weather_enc,Item_enc,Wastage_Risk
2025-09-23,16:02:00,Evening Snacks,79,Pani Puri,1,50,50,50,UPI,Rainy,3.4,Average,Tuesday,16,9,39,1,2,1,4,0
2025-09-23,19:48:00,Evening Snacks,22,Coffee,1,40,40,40,UPI,Rainy,4.5,Excellent,Tuesday,19,9,39,1,2,1,1,0
2025-09-23,16:38:00,Evening Snacks,25,Bhel Puri,3,30,30,90,UPI,Sunny,4.1,Good,Tuesday,16,9,39,1,2,0,8,0
2025-09-23,15:22:00,Evening Snacks,89,Ice Cream,1,30,30,30,Cash,Sunny,3.6,Average,Tuesday,15,9,39,1,2,0,13,0
2025-09-23,17:56:00,Evening Snacks,55,Juice,1,30,30,30,UPI,Sunny,3.8,Good,Tuesday,17,9,39,1,2,0,15,0
2025-09-23,08:44:00,Breakfast,7,Tea,1,90,90,90,UPI,Cloudy,4.5,Excellent,Tuesday,8,9,39,1,0,3,6,0
2025-09-23,17:11:00,Evening Snacks,16,Poori,2,45,45,90,Card,Rainy,3.9,Good,Tuesday,17,9,39,1,2,1,9,0
2025-09-23,15:20:00,Evening Snacks,5,Pani Puri,2,30,30,60,UPI,Windy,3.9,Good,Tuesday,15,9,39,1,2,2,4,0
2025-09-23,08:15:00,Breakfast,83,Dosa,1,45,45,45,UPI,Rainy,3.7,Good,Tuesday,8,9,39,1,0,1,3,0
2025-09-23,13:11:00,Lunch,91,Tea,1,15,15,15,UPI,Cloudy,3.6,Average,Tuesday,13,9,39,1,1,3,6,0
2025-09-23,19:06:00,Evening Snacks,69,Coffee,1,40,40,40,UPI,Cloudy,4.5,Excellent,Tuesday,19,9,39,1,2,3,1,0
2025-09-23,19:02:00,Evening Snacks,17,Bisibele Bath,1,50,50,50,UPI,Rainy,4.7,Excellent,Tuesday,19,9,39,1,2,1,0,0
2025-09-23,12:27:00,Lunch,21,Bisibele Bath,1,15,15,15,Cash,Cloudy,3.6,Average,Tuesday,12,9,39,1,1,3,0,0
2025-09-23,16:21:00,Evening Snacks,33,French Fries,1,45,45,45,UPI,Rainy,4.6,Excellent,Tuesday,16,9,39,1,2,1,5,0
2025-09-23,13:25:00,Lunch,92,South Indian Thali,1,45,45,45,Cash,Windy,3.8,Good,Tuesday,13,9,39,1,1,2,16,0
2025-09-23,19:41:00,Evening Snacks,52,Dosa,1,40,40,40,UPI,Rainy,4.2,Very Good,Tuesday,19,9,39,1,2,1,3,0
2025-09-23,13:45:00,Lunch,28,Sandwich,2,15,15,30,UPI,Sunny,4.6,Excellent,Tuesday,13,9,39,1,1,0,7,0
2025-09-23,16:55:00,Evening Snacks,32,French Fries,2,30,30,60,UPI,Cloudy,3.9,Good,Tuesday,16,9,39,1,2,3,5,0
2025-09-23,17:29:00,Evening Snacks,36,Upma,2,30,30,60,UPI,Rainy,3.9,Good,Tuesday,17,9,39,1,2,1,11,0
2025-09-23,17:01:00,Evening Snacks,72,Pani Puri,1,25,25,25,UPI,Sunny,4.3,Very Good,Tuesday,17,9,39,1,2,0,4,0
2025-09-23,19:47:00,Evening Snacks,29,Dosa,1,40,40,40,Card,Sunny,3.6,Average,Tuesday,19,9,39,1,2,0,3,0
2025-09-23,12:51:00,Lunch,85,Idly,1,25,25,25,UPI,Cloudy,4.5,Excellent,Tuesday,12,9,39,1,1,3,10,0
2025-09-23,13:46:00,Lunch,50,Veg Biryani,1,90,90,90,UPI,Cloudy,4.1,Good,Tuesday,13,9,39,1,1,3,17,0
2025-09-23,12:35:00,Lunch,41,Fried Rice,1,90,90,90,UPI,Windy,3.8,Good,Tuesday,12,9,39,1,1,2,14,0
2025-09-23,16:42:00,Evening Snacks,48,Pani Puri,1,12,12,12,UPI,Rainy,3.8,Good,Tuesday,16,9,39,1,2,1,4,0
2025-09-23,13:32:00,Lunch,99,South Indian Thali,3,25,25,75,Cash,Sunny,3.4,Average,Tuesday,13,9,39,1,1,0,16,1
2025-09-23,12:54:00,Lunch,74,Coffee,1,25,25,25,Cash,Sunny,3.8,Good,Tuesday,12,9,39,1,1,0,1,0
2025-09-23,12:27:00,Lunch,64,North Indian Thali,3,50,50,150,UPI,Sunny,3.9,Good,Tuesday,12,9,39,1,1,0,18,0
2025-09-23,17:15:00,Evening Snacks,3,French Fries,1,50,50,50,UPI,Sunny,3.6,Average,Tuesday,17,9,39,1,2,0,5,0
2025-09-23,12:20:00,Lunch,84,Bisibele Bath,3,25,25,75,UPI,Cloudy,4.0,Good,Tuesday,12,9,39,1,1,3,0,0
2025-09-23,09:33:00,Breakfast,26,Upma,1,40,40,40,UPI,Sunny,4.2,Very Good,Tuesday,9,9,39,1,0,0,11,0
2025-09-23,13:31:00,Lunch,52,Coffee,3,40,40,120,UPI,Sunny,3.9,Good,Tuesday,13,9,39,1,1,0,1,0
2025-09-24,16:22:00,Evening Snacks,67,Bhel Puri,3,90,90,270,UPI,Sunny,4.3,Very Good,Wednesday,16,9,39,2,2,0,8,0
2025-09-24,12:21:00,Lunch,30,Sandwich,3,90,90,270,UPI,Sunny,3.7,Good,Wednesday,12,9,39,2,1,0,7,0
2025-09-24,17:47:00,Evening Snacks,87,South Indian Thali,2,90,90,180,Card,Rainy,4.4,Very Good,Wednesday,17,9,39,2,2,1,16,0
2025-09-24,08:43:00,Breakfast,80,Chapati,2,15,15,30,UPI,Windy,4.0,Good,Wednesday,8,9,39,2,0,2,2,0
2025-09-24,15:53:00,Evening Snacks,81,Tea,1,30,30,30,Cash,Sunny,4.6,Excellent,Wednesday,15,9,39,2,2,0,6,0
2025-09-24,16:57:00,Evening Snacks,12,Coffee,3,30,30,90,Cash,Cloudy,5.0,Excellent,Wednesday,16,9,39,2,2,3,1,0
2025-09-24,18:24:00,Evening Snacks,87,Dosa,3,40,40,120,Cash,Cloudy,3.8,Good,Wednesday,18,9,39,2,2,3,3,0
2025-09-24,19:43:00,Evening Snacks,19,Dosa,1,40,40,40,UPI,Sunny,3.8,Good,Wednesday,19,9,39,2,2,0,3,0
2025-09-24,13:15:00,Lunch,100,Chapati,1,50,50,50,UPI,Sunny,3.9,Good,Wednesday,13,9,39,2,1,0,2,0
2025-09-24,15:48:00,Evening Snacks,82,Tea,3,15,15,45,UPI,Sunny,4.2,Very Good,Wednesday,15,9,39,2,2,0,6,0
2025-09-24,18:12:00,Evening Snacks,1,Idly,1,25,25,25,UPI,Sunny,4.5,Excellent,Wednesday,18,9,39,2,2,0,10,0
2025-09-24,13:11:00,Lunch,70,Sandwich,2,45,45,90,Cash,Sunny,3.7,Good,Wednesday,13,9,39,2,1,0,7,0
2025-09-24,19:07:00,Evening Snacks,76,Bisibele Bath,2,50,50,100,UPI,Cloudy,4.2,Very Good,Wednesday,19,9,39,2,2,3,0,0
2025-09-24,17:22:00,Evening Snacks,45,French Fries,2,50,50,100,UPI,Cloudy,3.9,Good,Wednesday,17,9,39,2,2,3,5,0
2025-09-24,17:08:00,Evening Snacks,3,Juice,1,30,30,30,UPI,Cloudy,4.2,Very Good,Wednesday,17,9,39,2,2,3,15,0
2025-09-24,12:40:00,Lunch,5,Chapati,1,30,30,30,UPI,Cloudy,4.6,Excellent,Wednesday,12,9,39,2,1,3,2,0
2025-09-24,18:09:00,Evening Snacks,57,Pani Puri,2,25,25,50,UPI,Cloudy,3.9,Good,Wednesday,18,9,39,2,2,3,4,0
2025-09-24,09:21:00,Breakfast,73,Idly,1,25,25,25,Cash,Windy,3.3,Average,Wednesday,9,9,39,2,0,2,10,0
2025-09-24,12:41:00,Lunch,76,Bisibele Bath,1,25,25,25,UPI,Sunny,4.3,Very Good,Wednesday,12,9,39,2,1,0,0,0
2025-09-24,17:45:00,Evening Snacks,68,Bisibele Bath,1,50,50,50,UPI,Sunny,3.7,Good,Wednesday,17,9,39,2,2,0,0,0
2025-09-24,16:26:00,Evening Snacks,11,Coffee,1,90,90,90,UPI,Rainy,3.9,Good,Wednesday,16,9,39,2,2,1,1,0
2025-09-24,16:57:00,Evening Snacks,37,Pani Puri,1,15,15,15,UPI,Sunny,4.3,Very Good,Wednesday,16,9,39,2,2,0,4,0
2025-09-24,15:31:00,Evening Snacks,38,Coffee,1,15,15,15,Card,Sunny,4.1,Good,Wednesday,15,9,39,2,2,0,1,0
2025-09-24,13:30:00,Lunch,79,Juice,1,45,45,45,UPI,Sunny,4.0,Good,Wednesday,13,9,39,2,1,0,15,0
2025-09-24,13:58:00,Lunch,32,Idly,3,15,15,45,Cash,Sunny,3.8,Good,Wednesday,13,9,39,2,1,0,10,0
2025-09-24,18:06:00,Evening Snacks,29,Samosa,1,15,15,15,UPI,Cloudy,2.8,Average,Wednesday,18,9,39,2,2,3,12,0
2025-09-24,18:44:00,Evening Snacks,22,Idly,3,25,25,75,UPI,Cloudy,4.3,Very Good,Wednesday,18,9,39,2,2,3,10,0
2025-09-24,13:15:00,Lunch,78,Coffee,1,35,35,35,Cash,Sunny,3.9,Good,Wednesday,13,9,39,2,1,0,1,0
2025-09-24,16:59:00,Evening Snacks,83,Coffee,3,15,15,45,Card,Rainy,4.6,Excellent,Wednesday,16,9,39,2,2,1,1,0
2025-09-24,19:29:00,Evening Snacks,14,Dosa,1,40,40,40,UPI,Cloudy,4.2,Very Good,Wednesday,19,9,39,2,2,3,3,0
2025-09-24,19:26:00,Evening Snacks,15,Dosa,1,40,40,40,UPI,Sunny,3.8,Good,Wednesday,19,9,39,2,2,0,3,0
2025-09-24,19:02:00,Evening Snacks,45,Bisibele Bath,3,50,50,150,UPI,Sunny,4.4,Very Good,Wednesday,19,9,39,2,2,0,0,0
2025-09-24,13:30:00,Lunch,61,Fried Rice,1,90,90,90,UPI,Windy,4.5,Excellent,Wednesday,13,9,39,2,1,2,14,0
2025-09-24,13:39:00,Lunch,6,Sandwich,1,25,25,25,UPI,Sunny,3.9,Good,Wednesday,13,9,39,2,1,0,7,0
2025-09-24,12:55:00,Lunch,19,Chapati,1,50,50,50,Cash,Windy,4.5,Excellent,Wednesday,12,9,39,2,1,2,2,0
2025-09-24,16:12:00,Evening Snacks,95,Pani Puri,1,50,50,50,UPI,Rainy,3.8,Good,Wednesday,16,9,39,2,2,1,4,0
2025-09-24,09:39:00,Breakfast,43,Tea,2,30,30,60,UPI,Sunny,4.1,Good,Wednesday,9,9,39,2,0,0,6,0
2025-09-24,19:15:00,Evening Snacks,44,Dosa,3,40,40,120,Cash,Cloudy,4.2,Very Good,Wednesday,19,9,39,2,2,3,3,0
2025-09-24,19:00:00,Evening Snacks,11,Fried Rice,2,70,70,140,UPI,Rainy,4.3,Very Good,Wednesday,19,9,39,2,2,1,14,0
2025-09-24,17:00:00,Evening Snacks,71,Juice,1,30,30,30,UPI,Rainy,4.2,Very Good,Wednesday,17,9,39,2,2,1,15,0
2025-09-24,13:29:00,Lunch,11,Juice,1,45,45,45,UPI,Sunny,3.9,Good,Wednesday,13,9,39,2,1,0,15,0
2025-09-24,13:09:00,Lunch,38,Bisibele Bath,1,50,50,50,UPI,Sunny,4.4,Very Good,Wednesday,13,9,39,2,1,0,0,0
2025-09-24,12:52:00,Lunch,5,Coffee,1,12,12,12,UPI,Sunny,4.0,Good,Wednesday,12,9,39,2,1,0,1,0
2025-09-24,12:58:00,Lunch,27,North Indian Thali,2,40,40,80,Cash,Sunny,3.8,Good,Wednesday,12,9,39,2,1,0,18,0
2025-09-24,08:38:00,Breakfast,54,Upma,2,25,25,50,UPI,Cloudy,3.8,Good,Wednesday,8,9,39,2,0,3,11,0
2025-09-24,19:52:00,Evening Snacks,4,Sandwich,3,45,45,135,UPI,Cloudy,4.8,Excellent,Wednesday,19,9,39,2,2,3,7,0
2025-09-24,16:55:00,Evening Snacks,73,Juice,1,30,30,30,UPI,Sunny,3.7,Good,Wednesday,16,9,39,2,2,0,15,0
2025-09-24,13:14:00,Lunch,83,Ice Cream,2,40,40,80,Cash,Sunny,4.5,Excellent,Wednesday,13,9,39,2,1,0,13,0
2025-09-24,18:52:00,Evening Snacks,25,Idly,1,25,25,25,UPI,Cloudy,3.5,Average,Wednesday,18,9,39,2,2,3,10,0
2025-09-24,13:47:00,Lunch,69,Idly,1,25,25,25,UPI,Sunny,4.2,Very Good,Wednesday,13,9,39,2,1,0,10,0
2025-09-24,17:41:00,Evening Snacks,36,French Fries,3,50,50,150,UPI,Rainy,4.1,Good,Wednesday,17,9,39,2,2,1,5,0
2025-09-24,12:23:00,Lunch,26,Fried Rice,1,45,45,45,UPI,Sunny,4.6,Excellent,Wednesday,12,9,39,2,1,0,14,0
2025-09-24,12:19:00,Lunch,18,Ice Cream,1,50,50,50,UPI,Sunny,3.7,Good,Wednesday,12,9,39,2,1,0,13,0
2025-09-24,12:51:00,Lunch,27,Idly,1,15,15,15,UPI,Sunny,3.6,Average,Wednesday,12,9,39,2,1,0,10,0
2025-09-24,12:28:00,Lunch,57,Juice,1,30,30,30,UPI,Sunny,4.0,Good,Wednesday,12,9,39,2,1,0,15,0
2025-09-24,17:31:00,Evening Snacks,2,Sandwich,1,45,45,45,UPI,Cloudy,4.7,Excellent,Wednesday,17,9,39,2,2,3,7,0
2025-09-24,17:36:00,Evening Snacks,97,Samosa,1,15,15,15,UPI,Sunny,3.6,Average,Wednesday,17,9,39,2,2,0,12,0
2025-09-24,13:35:00,Lunch,27,Chapati,1,40,40,40,UPI,Sunny,3.0,Average,Wednesday,13,9,39,2,1,0,2,0
2025-09-24,09:55:00,Breakfast,72,Poori,2,40,40,80,Card,Rainy,4.0,Good,Wednesday,9,9,39,2,0,1,9,0
2025-09-24,13:02:00,Lunch,35,Tea,1,30,30,30,Cash,Sunny,4.4,Very Good,Wednesday,13,9,39,2,1,0,6,0
2025-09-24,17:33:00,Evening Snacks,59,Dosa,1,40,40,40,UPI,Rainy,3.6,Average,Wednesday,17,9,39,2,2,1,3,0
2025-09-24,19:28:00,Evening Snacks,21,Idly,1,25,25,25,Cash,Rainy,4.3,Very Good,Wednesday,19,9,39,2,2,1,10,0
2025-09-24,18:14:00,Evening Snacks,57,Juice,1,30,30,30,Cash,Rainy,3.6,Average,Wednesday,18,9,39,2,2,1,15,0
2025-09-24,13:46:00,Lunch,60,Juice,1,25,25,25,Cash,Sunny,3.9,Good,Wednesday,13,9,39,2,1,0,15,0
2025-09-24,17:26:00,Evening Snacks,42,Pani Puri,2,25,25,50,UPI,Sunny,4.3,Very Good,Wednesday,17,9,39,2,2,0,4,0
2025-09-24,13:19:00,Lunch,34,North Indian Thali,1,50,50,50,UPI,Windy,3.5,Average,Wednesday,13,9,39,2,1,2,18,0
2025-09-24,13:21:00,Lunch,20,Veg Biryani,2,30,30,60,Cash,Sunny,4.1,Good,Wednesday,13,9,39,2,1,0,17,0
2025-09-24,15:18:00,Evening Snacks,24,Pani Puri,1,35,35,35,UPI,Sunny,4.5,Excellent,Wednesday,15,9,39,2,2,0,4,0
2025-09-24,12:05:00,Lunch,50,South Indian Thali,1,12,12,12,UPI,Windy,4.2,Very Good,Wednesday,12,9,39,2,1,2,16,0
2025-09-24,18:12:00,Evening Snacks,32,Bhel Puri,1,40,40,40,UPI,Cloudy,3.7,Good,Wednesday,18,9,39,2,2,3,8,0
2025-09-24,12:24:00,Lunch,24,Ice Cream,2,15,15,30,UPI,Sunny,4.6,Excellent,Wednesday,12,9,39,2,1,0,13,0
2025-09-24,12:11:00,Lunch,66,Tea,2,40,40,80,UPI,Sunny,4.3,Very Good,Wednesday,12,9,39,2,1,0,6,0
2025-09-24,12:44:00,Lunch,7,Tea,3,70,70,210,Cash,Cloudy,3.3,Average,Wednesday,12,9,39,2,1,3,6,1
2025-09-24,17:18:00,Evening Snacks,38,Juice,2,30,30,60,Cash,Sunny,4.3,Very Good,Wednesday,17,9,39,2,2,0,15,0
2025-09-24,09:20:00,Breakfast,14,Bisibele Bath,1,15,15,15,UPI,Cloudy,3.8,Good,Wednesday,9,9,39,2,0,3,0,0
2025-09-24,19:38:00,Evening Snacks,77,Bhel Puri,1,30,30,30,UPI,Cloudy,4.1,Good,Wednesday,19,9,39,2,2,3,8,0
2025-09-24,17:28:00,Evening Snacks,19,Dosa,1,40,40,40,UPI,Sunny,4.4,Very Good,Wednesday,17,9,39,2,2,0,3,0
2025-09-24,18:05:00,Evening Snacks,24,Upma,2,30,30,60,UPI,Rainy,3.8,Good,Wednesday,18,9,39,2,2,1,11,0
2025-09-24,09:49:00,Breakfast,49,Coffee,1,40,40,40,UPI,Sunny,3.3,Average,Wednesday,9,9,39,2,0,0,1,0
2025-09-24,12:41:00,Lunch,83,Chapati,3,50,50,150,UPI,Cloudy,4.6,Excellent,Wednesday,12,9,39,2,1,3,2,0
2025-09-25,17:49:00,Evening Snacks,89,Sandwich,1,45,45,45,UPI,Rainy,4.5,Excellent,Thursday,17,9,39,3,2,1,7,0
2025-09-25,17:51:00,Evening Snacks,3,Bisibele Bath,2,50,50,100,UPI,Cloudy,4.0,Good,Thursday,17,9,39,3,2,3,0,0
2025-09-25,16:06:00,Evening Snacks,43,Sandwich,3,35,35,105,UPI,Sunny,4.3,Very Good,Thursday,16,9,39,3,2,0,7,0
2025-09-25,12:02:00,Lunch,79,Dosa,1,40,40,40,Cash,Windy,3.9,Good,Thursday,12,9,39,3,1,2,3,0
2025-09-25,13:04:00,Lunch,99,Dosa,3,50,50,150,UPI,Cloudy,4.0,Good,Thursday,13,9,39,3,1,3,3,0
2025-09-25,13:27:00,Lunch,90,Veg Biryani,3,90,90,270,UPI,Sunny,3.9,Good,Thursday,13,9,39,3,1,0,17,0
2025-09-25,13:21:00,Lunch,95,Chapati,3,30,30,90,UPI,Cloudy,3.9,Good,Thursday,13,9,39,3,1,3,2,0
2025-09-25,12:34:00,Lunch,61,Dosa,2,90,90,180,UPI,Sunny,4.1,Good,Thursday,12,9,39,3,1,0,3,0
2025-09-25,17:40:00,Evening Snacks,54,Samosa,1,15,15,15,UPI,Sunny,3.5,Average,Thursday,17,9,39,3,2,0,12,0
2025-09-25,18:29:00,Evening Snacks,18,Dosa,3,40,40,120,UPI,Rainy,3.9,Good,Thursday,18,9,39,3,2,1,3,0
2025-09-25,16:13:00,Evening Snacks,15,Tea,1,40,40,40,UPI,Rainy,4.1,Good,Thursday,16,9,39,3,2,1,6,0
2025-09-25,13:50:00,Lunch,20,Dosa,1,90,90,90,UPI,Windy,4.7,Excellent,Thursday,13,9,39,3,1,2,3,0
2025-09-25,13:36:00,Lunch,30,Chapati,2,30,30,60,UPI,Cloudy,3.5,Average,Thursday,13,9,39,3,1,3,2,0
2025-09-25,13:25:00,Lunch,23,Fried Rice,2,50,50,100,UPI,Cloudy,4.2,Very Good,Thursday,13,9,39,3,1,3,14,0
2025-09-25,19:50:00,Evening Snacks,10,Idly,2,25,25,50,UPI,Rainy,4.3,Very Good,Thursday,19,9,39,3,2,1,10,0
2025-09-25,16:19:00,Evening Snacks,44,Sandwich,3,25,25,75,UPI,Rainy,3.2,Average,Thursday,16,9,39,3,2,1,7,1
2025-09-25,13:32:00,Lunch,98,Dosa,3,30,30,90,UPI,Sunny,4.2,Very Good,Thursday,13,9,39,3,1,0,3,0
2025-09-25,09:13:00,Breakfast,91,Chapati,1,30,30,30,UPI,Rainy,4.4,Very Good,Thursday,9,9,39,3,0,1,2,0
2025-09-25,09:22:00,Breakfast,13,Poori,1,40,40,40,UPI,Sunny,4.2,Very Good,Thursday,9,9,39,3,0,0,9,0
2025-09-25,18:35:00,Evening Snacks,92,Chapati,1,35,35,35,UPI,Cloudy,4.0,Good,Thursday,18,9,39,3,2,3,2,0
2025-09-25,16:51:00,Evening Snacks,64,French Fries,3,70,70,210,UPI,Cloudy,4.1,Good,Thursday,16,9,39,3,2,3,5,0
2025-09-25,12:01:00,Lunch,68,Juice,1,45,45,45,UPI,Sunny,4.1,Good,Thursday,12,9,39,3,1,0,15,0
2025-09-25,13:08:00,Lunch,97,Dosa,1,45,45,45,UPI,Sunny,3.3,Average,Thursday,13,9,39,3,1,0,3,0
2025-09-25,19:52:00,Evening Snacks,23,Idly,2,25,25,50,UPI,Rainy,4.1,Good,Thursday,19,9,39,3,2,1,10,0
2025-09-25,19:07:00,Evening Snacks,32,Ice Cream,2,25,25,50,UPI,Sunny,3.9,Good,Thursday,19,9,39,3,2,0,13,0
2025-09-25,16:39:00,Evening Snacks,52,Pani Puri,1,25,25,25,Card,Cloudy,3.7,Good,Thursday,16,9,39,3,2,3,4,0
2025-09-25,13:35:00,Lunch,28,Idly,1,15,15,15,UPI,Sunny,5.0,Excellent,Thursday,13,9,39,3,1,0,10,0
2025-09-25,15:14:00,Evening Snacks,19,Coffee,2,40,40,80,UPI,Sunny,4.5,Excellent,Thursday,15,9,39,3,2,0,1,0
2025-09-25,08:23:00,Breakfast,6,Idly,1,50,50,50,UPI,Cloudy,3.5,Average,Thursday,8,9,39,3,0,3,10,0
2025-09-25,12:32:00,Lunch,37,Fried Rice,1,30,30,30,Cash,Sunny,4.1,Good,Thursday,12,9,39,3,1,0,14,0
2025-09-25,16:05:00,Evening Snacks,58,French Fries,3,25,25,75,UPI,Rainy,4.6,Excellent,Thursday,16,9,39,3,2,1,5,0
2025-09-25,18:44:00,Evening Snacks,13,Samosa,3,15,15,45,Cash,Cloudy,3.4,Average,Thursday,18,9,39,3,2,3,12,1
2025-09-25,13:29:00,Lunch,3,Sandwich,3,40,40,120,UPI,Sunny,4.0,Good,Thursday,13,9,39,3,1,0,7,0
2025-09-25,12:55:00,Lunch,91,Juice,1,90,90,90,UPI,Sunny,4.0,Good,Thursday,12,9,39,3,1,0,15,0
2025-09-25,08:44:00,Breakfast,44,Dosa,2,45,45,90,UPI,Cloudy,3.5,Average,Thursday,8,9,39,3,0,3,3,0
2025-09-25,15:24:00,Evening Snacks,81,Coffee,1,40,40,40,UPI,Windy,4.2,Very Good,Thursday,15,9,39,3,2,2,1,0
2025-09-25,12:22:00,Lunch,31,Tea,3,30,30,90,UPI,Sunny,4.4,Very Good,Thursday,12,9,39,3,1,0,6,0
2025-09-25,18:30:00,Evening Snacks,22,Tea,3,12,12,36,Cash,Rainy,4.6,Excellent,Thursday,18,9,39,3,2,1,6,0
2025-09-25,19:36:00,Evening Snacks,69,Idly,2,25,25,50,Cash,Rainy,3.9,Good,Thursday,19,9,39,3,2,1,10,0
2025-09-25,13:45:00,Lunch,30,Coffee,1,45,45,45,UPI,Sunny,5.0,Excellent,Thursday,13,9,39,3,1,0,1,0
2025-09-25,17:52:00,Evening Snacks,28,Bhel Puri,1,30,30,30,UPI,Cloudy,3.2,Average,Thursday,17,9,39,3,2,3,8,0
2025-09-25,13:35:00,Lunch,81,Sandwich,2,35,35,70,UPI,Sunny,4.1,Good,Thursday,13,9,39,3,1,0,7,0
2025-09-25,18:43:00,Evening Snacks,32,Poori,1,45,45,45,UPI,Rainy,3.4,Average,Thursday,18,9,39,3,2,1,9,0
2025-09-25,16:39:00,Evening Snacks,25,Bhel Puri,1,25,25,25,UPI,Rainy,4.0,Good,Thursday,16,9,39,3,2,1,8,0
2025-09-25,16:41:00,Evening Snacks,92,French Fries,1,30,30,30,UPI,Rainy,3.8,Good,Thursday,16,9,39,3,2,1,5,0
2025-09-25,13:26:00,Lunch,45,Dosa,1,30,30,30,UPI,Sunny,4.2,Very Good,Thursday,13,9,39,3,1,0,3,0
2025-09-25,16:16:00,Evening Snacks,91,Coffee,1,80,80,80,Card,Rainy,3.9,Good,Thursday,16,9,39,3,2,1,1,0
2025-09-25,19:59:00,Evening Snacks,64,South Indian Thali,2,90,90,180,UPI,Rainy,3.7,Good,Thursday,19,9,39,3,2,1,16,0
2025-09-25,08:05:00,Breakfast,75,Idly,1,45,45,45,UPI,Cloudy,3.7,Good,Thursday,8,9,39,3,0,3,10,0
2025-09-25,09:55:00,Breakfast,32,Coffee,1,80,80,80,Card,Rainy,4.8,Excellent,Thursday,9,9,39,3,0,1,1,0
2025-09-25,08:16:00,Breakfast,15,Tea,2,15,15,30,UPI,Sunny,4.2,Very Good,Thursday,8,9,39,3,0,0,6,0
2025-09-25,19:57:00,Evening Snacks,54,Bisibele Bath,3,50,50,150,UPI,Rainy,3.3,Average,Thursday,19,9,39,3,2,1,0,1
2025-09-25,19:44:00,Evening Snacks,45,Fried Rice,1,70,70,70,Cash,Rainy,4.2,Very Good,Thursday,19,9,39,3,2,1,14,0
2025-09-25,16:34:00,Evening Snacks,90,Sandwich,1,15,15,15,UPI,Rainy,3.9,Good,Thursday,16,9,39,3,2,1,7,0
2025-09-25,13:29:00,Lunch,98,Bisibele Bath,2,45,45,90,UPI,Windy,4.0,Good,Thursday,13,9,39,3,1,2,0,0
2025-09-25,15:45:00,Evening Snacks,42,Sandwich,1,50,50,50,UPI,Sunny,4.3,Very Good,Thursday,15,9,39,3,2,0,7,0
2025-09-25,13:18:00,Lunch,44,South Indian Thali,1,15,15,15,UPI,Sunny,4.5,Excellent,Thursday,13,9,39,3,1,0,16,0
2025-09-25,12:34:00,Lunch,98,South Indian Thali,1,90,90,90,UPI,Cloudy,3.7,Good,Thursday,12,9,39,3,1,3,16,0
2025-09-25,17:34:00,Evening Snacks,19,South Indian Thali,2,90,90,180,Card,Rainy,4.0,Good,Thursday,17,9,39,3,2,1,16,0
2025-09-25,15:54:00,Evening Snacks,9,Juice,2,15,15,30,Card,Sunny,3.8,Good,Thursday,15,9,39,3,2,0,15,0
2025-09-25,13:19:00,Lunch,1,Veg Biryani,3,90,90,270,UPI,Sunny,4.2,Very Good,Thursday,13,9,39,3,1,0,17,0
2025-09-25,18:57:00,Evening Snacks,33,Bhel Puri,2,30,30,60,UPI,Cloudy,3.9,Good,Thursday,18,9,39,3,2,3,8,0
2025-09-25,13:19:00,Lunch,36,Idly,2,15,15,30,UPI,Windy,4.0,Good,Thursday,13,9,39,3,1,2,10,0
2025-09-25,17:49:00,Evening Snacks,32,Dosa,2,40,40,80,UPI,Cloudy,3.9,Good,Thursday,17,9,39,3,2,3,3,0
2025-09-25,19:12:00,Evening Snacks,69,Juice,3,30,30,90,UPI,Sunny,4.0,Good,Thursday,19,9,39,3,2,0,15,0
2025-09-25,08:48:00,Breakfast,4,Coffee,2,45,45,90,UPI,Sunny,4.7,Excellent,Thursday,8,9,39,3,0,0,1,0
2025-09-25,12:01:00,Lunch,51,South Indian Thali,3,15,15,45,UPI,Windy,5.0,Excellent,Thursday,12,9,39,3,1,2,16,0
2025-09-25,12:21:00,Lunch,21,Ice Cream,3,50,50,150,UPI,Sunny,4.2,Very Good,Thursday,12,9,39,3,1,0,13,0
2025-09-25,12:58:00,Lunch,71,Ice Cream,2,45,45,90,UPI,Sunny,4.0,Good,Thursday,12,9,39,3,1,0,13,0
2025-09-25,17:04:00,Evening Snacks,46,Upma,1,30,30,30,UPI,Rainy,3.4,Average,Thursday,17,9,39,3,2,1,11,0
2025-09-25,08:28:00,Breakfast,74,Dosa,2,70,70,140,UPI,Cloudy,3.7,Good,Thursday,8,9,39,3,0,3,3,0
2025-09-25,13:25:00,Lunch,40,Dosa,2,25,25,50,Cash,Windy,3.9,Good,Thursday,13,9,39,3,1,2,3,0
2025-09-25,19:21:00,Evening Snacks,34,Pani Puri,2,25,25,50,Card,Rainy,3.7,Good,Thursday,19,9,39,3,2,1,4,0
2025-09-25,19:21:00,Evening Snacks,2,South Indian Thali,1,90,90,90,UPI,Sunny,3.8,Good,Thursday,19,9,39,3,2,0,16,0
2025-09-25,18:54:00,Evening Snacks,1,Ice Cream,1,40,40,40,UPI,Sunny,4.6,Excellent,Thursday,18,9,39,3,2,0,13,0
